merchant_information,mid
industry:home_garden,914911
sub_industry:clothing,917772
industry:clothing_accessories_shoes,917772
sub_industry:furniture,914911
industry:health_personal_care,918294
industry:services_other,918913
sub_industry:health_and_beauty_spas,918913
industry:services_other,918932
sub_industry:health_and_beauty_spas,918932
sub_industry:vision_care,918294
sub_industry:kitchenware,909536
industry:clothing_accessories_shoes,851188
sub_industry:mens_clothing,851188
industry:clothing_accessories_shoes,914698
sub_industry:accessories,914698
industry:business_to_business,917560
sub_industry:3d_printing__stationary__printing_and_writing_paper,917560
industry:services_other,909440
sub_industry:elearning,909440
sub_industry:home_decor,909981
industry:home_garden,909981
industry:home_garden,906888
sub_industry:garden_supplies,906888
sub_industry:retail_fine_jewelry_and_watches,901958
industry:clothing_accessories_shoes,901958
industry:home_garden,903543
sub_industry:home_decor,903543
sub_industry:home_decor,887825
industry:education,900450
sub_industry:vocational_and_trade_schools,900450
industry:home_garden,887825
sub_industry:motorcycle_dealer,913558
industry:vehicle_sales,913558
industry:vehicle_sales,912533
sub_industry:motorcycle_dealer,912533
sub_industry:furniture,543924
industry:home_garden,543924
sub_industry:medical_care,104574
industry:services_other,104574
sub_industry:accessories,139606
industry:clothing_accessories_shoes,139606
industry:clothing_accessories_shoes,133767
sub_industry:retail_fine_jewelry_and_watches,133767
industry:retail_other,417677
sub_industry:vision_care,275248
sub_industry:others,802604
sub_industry:used_and_secondhand_store,417677
industry:health_personal_care,275248
industry:services_other,802604
industry:home_garden,186760
sub_industry:housewares,186760
industry:clothing_accessories_shoes,157238
sub_industry:womens_clothing,157238
industry:services_other,906366
industry:clothing_accessories_shoes,915124
sub_industry:womens_clothing,915124
industry:electronics_telecom,913577
industry:pets_animals,782845
sub_industry:pet_shops__pet_food__and_supplies,782845
sub_industry:security_and_surveillance,913577
sub_industry:furniture,918720
sub_industry:electrical_and_small_appliance_repair,906366
industry:health_personal_care,890802
industry:home_garden,918720
industry:beauty_fragrances,919996
sub_industry:vision_care,890802
sub_industry:makeup_and_cosmetics,919996
industry:services_other,916419
sub_industry:pet_shops__pet_food__and_supplies,916980
sub_industry:health_and_beauty_spas,916419
sub_industry:vision_care,919764
industry:health_personal_care,919764
industry:pets_animals,916980
industry:home_garden,906385
sub_industry:furniture,906385
sub_industry:electrical_and_small_appliance_repair,920131
industry:services_other,920131
industry:vehicle_sales,913461
sub_industry:legal_services_and_attorneys,918952
sub_industry:motorcycle_dealer,913461
sub_industry:motorcycle_dealer,913500
industry:services_other,918952
industry:vehicle_sales,913500
sub_industry:pet_shops__pet_food__and_supplies,919435
industry:pets_animals,919822
sub_industry:hair,919667
industry:pets_animals,919783
industry:beauty_fragrances,919667
industry:home_garden,920402
sub_industry:travel_agency,915162
industry:pets_animals,919435
sub_industry:pet_shops__pet_food__and_supplies,919783
industry:pets_animals,919802
sub_industry:pet_shops__pet_food__and_supplies,919802
sub_industry:pet_shops__pet_food__and_supplies,919822
sub_industry:home_decor,920402
industry:clothing_accessories_shoes,860024
industry:clothing_accessories_shoes,920363
sub_industry:womens_clothing,920363
industry:travel,915162
sub_industry:fashion_clothing_footwear_luggage,860024
industry:vehicle_service_accessories,897956
sub_industry:new_parts_and_supplies__motor_vehicle,897956
sub_industry:furniture,917521
industry:home_garden,917521
industry:home_garden,904954
sub_industry:bed_and_bath,904954
industry:pets_animals,907777
sub_industry:pet_shops__pet_food__and_supplies,907777
industry:services_other,917328
sub_industry:entertainment,917328
sub_industry:moving_and_storage,919396
industry:services_other,919396
industry:sports_outdoors,898052
sub_industry:exercise_and_fitness,898052
industry:food_retail_service,914602
sub_industry:alcoholic_beverages,914602
sub_industry:auto_body_repair_and_paint,914408
industry:vehicle_service_accessories,914408
industry:sports_outdoors,921716
sub_industry:bicycle_shop__service__and_repair,921716
industry:sports_outdoors,921813
sub_industry:bicycle_shop__service__and_repair,921813
industry:sports_outdoors,921794
sub_industry:bicycle_shop__service__and_repair,921794
industry:sports_outdoors,921832
sub_industry:bicycle_shop__service__and_repair,921832
industry:sports_outdoors,921890
sub_industry:bicycle_shop__service__and_repair,921890
industry:sports_outdoors,921929
sub_industry:bicycle_shop__service__and_repair,921929
industry:sports_outdoors,921852
sub_industry:bicycle_shop__service__and_repair,921852
industry:sports_outdoors,921871
sub_industry:bicycle_shop__service__and_repair,921871
industry:sports_outdoors,921948
sub_industry:bicycle_shop__service__and_repair,921948
industry:sports_outdoors,921910
sub_industry:bicycle_shop__service__and_repair,921910
industry:sports_outdoors,921968
sub_industry:bicycle_shop__service__and_repair,921968
industry:sports_outdoors,921987
sub_industry:bicycle_shop__service__and_repair,921987
industry:sports_outdoors,921639
sub_industry:bicycle_shop__service__and_repair,921639
industry:sports_outdoors,921523
sub_industry:bicycle_shop__service__and_repair,921523
industry:sports_outdoors,921600
sub_industry:bicycle_shop__service__and_repair,921600
industry:sports_outdoors,921697
sub_industry:bicycle_shop__service__and_repair,921697
industry:sports_outdoors,921774
sub_industry:bicycle_shop__service__and_repair,921774
industry:sports_outdoors,921581
sub_industry:bicycle_shop__service__and_repair,921581
industry:sports_outdoors,922006
sub_industry:bicycle_shop__service__and_repair,922006
industry:sports_outdoors,921562
sub_industry:bicycle_shop__service__and_repair,921562
industry:sports_outdoors,921678
sub_industry:bicycle_shop__service__and_repair,921678
industry:sports_outdoors,921620
sub_industry:bicycle_shop__service__and_repair,921620
industry:sports_outdoors,921736
sub_industry:bicycle_shop__service__and_repair,921736
industry:sports_outdoors,921755
sub_industry:bicycle_shop__service__and_repair,921755
industry:sports_outdoors,921542
sub_industry:bicycle_shop__service__and_repair,921542
industry:sports_outdoors,921658
sub_industry:bicycle_shop__service__and_repair,921658
industry:services_other,909459
sub_industry:electrical_and_small_appliance_repair,909459
sub_industry:bicycle_shop__service__and_repair,917908
industry:sports_outdoors,917908
industry:sports_outdoors,850144
sub_industry:firearm_accessories,850144
sub_industry:elearning,890203
industry:services_other,890203
sub_industry:hair,915066
industry:beauty_fragrances,915066
industry:electronics_telecom,848056
sub_industry:general_electronic_accessories,848056
sub_industry:health_and_beauty_spas,910252
industry:services_other,910252
sub_industry:desktops__laptops__and_notebooks,919976
industry:computers_accessories_services,919976
sub_industry:fashion_jewelry,876979
industry:clothing_accessories_shoes,876979
industry:baby,877308
sub_industry:baby_products_other,877308
sub_industry:firearm_accessories,922103
industry:sports_outdoors,922103
industry:computers_accessories_services,922509
sub_industry:desktops__laptops__and_notebooks,922509
industry:home_garden,235054
sub_industry:childrens_clothing,899599
industry:clothing_accessories_shoes,899599
sub_industry:home_decor,235054
sub_industry:desktops__laptops__and_notebooks,890783
industry:computers_accessories_services,890783
sub_industry:motorcycle_dealer,907912
industry:clothing_accessories_shoes,911721
sub_industry:womens_clothing,911721
industry:vehicle_sales,907912
sub_industry:hunting__fishing,920382
industry:sports_outdoors,920382
industry:health_personal_care,914196
industry:clothing_accessories_shoes,718562
sub_industry:fashion_jewelry,718562
industry:home_garden,915510
sub_industry:furniture,915510
sub_industry:auto_body_repair_and_paint,922026
industry:vehicle_service_accessories,922026
sub_industry:makeup_and_cosmetics,724458
industry:pets_animals,919280
sub_industry:pet_shops__pet_food__and_supplies,919280
sub_industry:health_and_beauty_spas,914196
industry:beauty_fragrances,724458
sub_industry:auto_body_repair_and_paint,900817
industry:vehicle_service_accessories,900817
sub_industry:home_decor,922548
industry:home_garden,922548
sub_industry:medical_care,873286
industry:health_personal_care,873286
sub_industry:general_electronic_accessories,912804
sub_industry:womens_clothing,922625
industry:clothing_accessories_shoes,922625
industry:electronics_telecom,912804
sub_industry:health_and_beauty_spas,910677
industry:health_personal_care,910677
industry:clothing_accessories_shoes,918990
sub_industry:clothing,918990
sub_industry:clothing,915008
industry:home_garden,906694
industry:clothing_accessories_shoes,915008
sub_industry:furniture,906694
sub_industry:medical_care,873132
industry:health_personal_care,873132
sub_industry:medical_care,873074
sub_industry:hair,884268
industry:beauty_fragrances,884268
industry:health_personal_care,873093
sub_industry:medical_care,873093
industry:health_personal_care,873074
sub_industry:elearning,922799
industry:services_other,922799
industry:home_garden,921252
sub_industry:furniture,921252
sub_industry:health_and_beauty_spas,913867
sub_industry:auto_body_repair_and_paint,922451
sub_industry:pet_shops__pet_food__and_supplies,920518
sub_industry:desktops__laptops__and_notebooks,920460
industry:services_other,913712
industry:health_personal_care,913867
industry:pets_animals,920518
industry:vehicle_service_accessories,922451
sub_industry:elearning,913712
industry:computers_accessories_services,920460
sub_industry:furniture,921368
sub_industry:furniture,921349
industry:home_garden,921368
sub_industry:furniture,921407
industry:home_garden,921426
sub_industry:furniture,921426
industry:home_garden,921349
industry:home_garden,921407
sub_industry:firearm_accessories,922258
industry:sports_outdoors,922238
sub_industry:firearm_accessories,922238
sub_industry:bed_and_bath,890280
industry:home_garden,890280
industry:sports_outdoors,922258
sub_industry:medical_care,873112
industry:health_personal_care,873112
sub_industry:toys_and_games,922490
industry:toys_hobbies,922490
industry:services_other,893664
sub_industry:health_and_beauty_spas,893664
sub_industry:motorcycle_dealer,913364
industry:vehicle_sales,913364
sub_industry:womens_clothing,879782
industry:clothing_accessories_shoes,879782
sub_industry:retail_fine_jewelry_and_watches,911296
industry:clothing_accessories_shoes,911296
sub_industry:party_supplies,125376
industry:gifts_flowers,125376
sub_industry:furniture,908280
industry:home_garden,908280
sub_industry:auto_body_repair_and_paint,916129
industry:vehicle_service_accessories,916129
sub_industry:makeup_and_cosmetics,923398
industry:beauty_fragrances,923398
industry:vehicle_service_accessories,923785
sub_industry:new_parts_and_supplies__motor_vehicle,923785
sub_industry:furniture,922934
industry:home_garden,922934
industry:clothing_accessories_shoes,923224
sub_industry:accessories,923224
industry:home_garden,922954
sub_industry:furniture,922954
sub_industry:womens_clothing,923031
industry:clothing_accessories_shoes,923012
sub_industry:womens_clothing,923012
industry:clothing_accessories_shoes,923031
sub_industry:clothing,921194
industry:clothing_accessories_shoes,921194
sub_industry:electrical_and_small_appliance_repair,923843
industry:services_other,923843
sub_industry:motorcycle_dealer,899618
industry:vehicle_sales,899618
sub_industry:motorcycle_dealer,913403
industry:vehicle_sales,913403
industry:electronics_telecom,923862
sub_industry:general_electronic_accessories,923862
sub_industry:furniture,919686
industry:home_garden,919686
industry:services_other,871759
sub_industry:health_and_beauty_spas,871759
industry:clothing_accessories_shoes,924191
industry:retail_other,922567
sub_industry:retail_fine_jewelry_and_watches,924191
sub_industry:department_store,922567
industry:clothing_accessories_shoes,812290
sub_industry:clothing,812290
sub_industry:marketing,924365
industry:business_to_business,924365
sub_industry:vision_care,852445
industry:health_personal_care,852445
industry:electronics_telecom,875046
sub_industry:cell_phones__pdas__and_pagers,875046
sub_industry:housewares,917076
industry:home_garden,917076
sub_industry:kitchenware,886259
industry:home_garden,886259
industry:services_other,924713
sub_industry:vision_care,924713
industry:services_other,924732
sub_industry:vision_care,924732
industry:services_other,925602
sub_industry:vision_care,925602
industry:services_other,925718
sub_industry:vision_care,925718
industry:services_other,926724
sub_industry:vision_care,926724
industry:services_other,926840
sub_industry:vision_care,926840
industry:services_other,927864
sub_industry:vision_care,927864
industry:services_other,927922
sub_industry:vision_care,927922
industry:services_other,928928
sub_industry:vision_care,928928
industry:services_other,928986
sub_industry:vision_care,928986
industry:services_other,929972
sub_industry:vision_care,929972
industry:services_other,930030
sub_industry:vision_care,930030
industry:services_other,924810
sub_industry:vision_care,924810
industry:services_other,924790
sub_industry:vision_care,924790
industry:services_other,924829
sub_industry:vision_care,924829
industry:services_other,924887
industry:services_other,924752
sub_industry:vision_care,924887
sub_industry:vision_care,924752
industry:services_other,924868
sub_industry:vision_care,924868
industry:services_other,924848
sub_industry:vision_care,924848
industry:services_other,924771
sub_industry:vision_care,924771
industry:services_other,925486
sub_industry:vision_care,925486
industry:services_other,925506
sub_industry:vision_care,925506
industry:services_other,925583
sub_industry:vision_care,925583
industry:services_other,925525
sub_industry:vision_care,925525
industry:services_other,925564
sub_industry:vision_care,925564
industry:services_other,925680
sub_industry:vision_care,925680
industry:services_other,925660
sub_industry:vision_care,925660
industry:services_other,925796
sub_industry:vision_care,925796
industry:services_other,926318
sub_industry:vision_care,926318
industry:services_other,926337
sub_industry:vision_care,926337
industry:services_other,926356
sub_industry:vision_care,926356
industry:services_other,926395
sub_industry:vision_care,926395
industry:services_other,926472
sub_industry:vision_care,926472
industry:services_other,926666
sub_industry:vision_care,926666
industry:services_other,926704
sub_industry:vision_care,926704
industry:services_other,926936
sub_industry:vision_care,926936
industry:services_other,927168
industry:services_other,924945
sub_industry:vision_care,924945
industry:services_other,924926
sub_industry:vision_care,924926
industry:services_other,924906
sub_industry:vision_care,924906
industry:services_other,925080
sub_industry:vision_care,925080
industry:services_other,925042
sub_industry:vision_care,925042
industry:services_other,925003
sub_industry:vision_care,925003
industry:services_other,924984
sub_industry:vision_care,924984
industry:services_other,924964
sub_industry:vision_care,924964
industry:services_other,925061
sub_industry:vision_care,925061
industry:services_other,925022
sub_industry:vision_care,925022
industry:services_other,925544
sub_industry:vision_care,925544
industry:services_other,925738
sub_industry:vision_care,925738
industry:services_other,925757
sub_industry:vision_care,925757
industry:services_other,925622
sub_industry:vision_care,925622
industry:services_other,925641
sub_industry:vision_care,925641
industry:services_other,925699
sub_industry:vision_care,925699
industry:services_other,925873
sub_industry:vision_care,925873
industry:services_other,925815
sub_industry:vision_care,925815
industry:services_other,925854
sub_industry:vision_care,925854
industry:services_other,925912
sub_industry:vision_care,925912
industry:services_other,926376
sub_industry:vision_care,926376
industry:services_other,926511
sub_industry:vision_care,926511
industry:services_other,926627
sub_industry:vision_care,926627
industry:services_other,926743
sub_industry:vision_care,926743
industry:services_other,925138
sub_industry:vision_care,925138
industry:services_other,925158
sub_industry:vision_care,925158
industry:services_other,925100
sub_industry:vision_care,925100
industry:services_other,925351
sub_industry:vision_care,925351
industry:services_other,925448
sub_industry:vision_care,925448
industry:services_other,925467
sub_industry:vision_care,925467
industry:services_other,925409
sub_industry:vision_care,925409
industry:services_other,925119
sub_industry:vision_care,925119
industry:services_other,925390
sub_industry:vision_care,925390
industry:services_other,925312
sub_industry:vision_care,925312
industry:services_other,925293
industry:services_other,925370
sub_industry:vision_care,925293
sub_industry:vision_care,925370
industry:services_other,925177
sub_industry:vision_care,925177
industry:services_other,925196
sub_industry:vision_care,925196
industry:services_other,925216
sub_industry:vision_care,925216
industry:services_other,925776
sub_industry:vision_care,925776
industry:services_other,925931
sub_industry:vision_care,925931
industry:services_other,925892
sub_industry:vision_care,925892
industry:services_other,925950
sub_industry:vision_care,925950
industry:services_other,925834
industry:services_other,926260
sub_industry:vision_care,926260
industry:services_other,926240
sub_industry:vision_care,926240
industry:services_other,926414
sub_industry:vision_care,926414
industry:services_other,926434
sub_industry:vision_care,926434
industry:services_other,926530
sub_industry:vision_care,926530
industry:services_other,926492
sub_industry:vision_care,926492
industry:services_other,926550
sub_industry:vision_care,926550
industry:services_other,927072
sub_industry:vision_care,927072
industry:services_other,927516
sub_industry:vision_care,927516
industry:services_other,927400
sub_industry:vision_care,927400
industry:services_other,927574
sub_industry:vision_care,927574
industry:services_other,927497
sub_industry:vision_care,927497
industry:services_other,927594
sub_industry:vision_care,927594
industry:services_other,928193
sub_industry:vision_care,928193
industry:services_other,928406
sub_industry:vision_care,928406
industry:services_other,928444
sub_industry:vision_care,928444
industry:services_other,928618
sub_industry:vision_care,928618
industry:services_other,928522
sub_industry:vision_care,928522
industry:services_other,928812
sub_industry:vision_care,928812
industry:services_other,929411
sub_industry:vision_care,929411
industry:services_other,929218
sub_industry:vision_care,929218
industry:services_other,929527
sub_industry:vision_care,929527
industry:services_other,929624
sub_industry:vision_care,929624
industry:services_other,926569
sub_industry:vision_care,926569
industry:services_other,926588
sub_industry:vision_care,926588
industry:services_other,927671
sub_industry:vision_care,927671
industry:services_other,927884
sub_industry:vision_care,927884
industry:services_other,928908
sub_industry:vision_care,928908
industry:services_other,928831
sub_industry:vision_care,928831
industry:services_other,929914
sub_industry:vision_care,929914
sub_industry:vision_care,925834
industry:services_other,926762
sub_industry:vision_care,926762
industry:services_other,926820
sub_industry:vision_care,926820
industry:services_other,927826
sub_industry:vision_care,927826
industry:services_other,927942
sub_industry:vision_care,927942
industry:services_other,928850
sub_industry:vision_care,928850
industry:services_other,929160
sub_industry:vision_care,929160
industry:services_other,929662
sub_industry:vision_care,929662
industry:services_other,926782
sub_industry:vision_care,926782
industry:services_other,926801
sub_industry:vision_care,926801
industry:services_other,927903
sub_industry:vision_care,927903
industry:services_other,928077
sub_industry:vision_care,928077
industry:services_other,928966
sub_industry:vision_care,928966
industry:services_other,929991
sub_industry:vision_care,929991
industry:services_other,926008
sub_industry:vision_care,926008
industry:services_other,926859
sub_industry:vision_care,926859
industry:services_other,926878
sub_industry:vision_care,926878
industry:services_other,927729
sub_industry:vision_care,927729
industry:services_other,928715
sub_industry:vision_care,928715
industry:services_other,929005
sub_industry:vision_care,929005
industry:services_other,929798
sub_industry:vision_care,929798
industry:services_other,926047
sub_industry:vision_care,926047
industry:services_other,926975
sub_industry:vision_care,926975
industry:services_other,927845
sub_industry:vision_care,927845
industry:services_other,928870
sub_industry:vision_care,928870
industry:services_other,929643
sub_industry:vision_care,929643
industry:services_other,926086
sub_industry:vision_care,926086
industry:services_other,926994
sub_industry:vision_care,926994
industry:services_other,928096
sub_industry:vision_care,928096
industry:services_other,929082
sub_industry:vision_care,929082
industry:services_other,929856
sub_industry:vision_care,929856
industry:services_other,930320
sub_industry:vision_care,930320
industry:services_other,926124
sub_industry:vision_care,926124
industry:services_other,927014
sub_industry:vision_care,927014
industry:services_other,929024
sub_industry:vision_care,929024
industry:services_other,930571
sub_industry:vision_care,930571
industry:services_other,926066
sub_industry:vision_care,926066
industry:services_other,927033
sub_industry:vision_care,927033
industry:services_other,928116
sub_industry:vision_care,928116
industry:services_other,925970
sub_industry:vision_care,925970
industry:services_other,927110
sub_industry:vision_care,927110
industry:services_other,927091
sub_industry:vision_care,927091
industry:services_other,927052
sub_industry:vision_care,927052
industry:services_other,928290
sub_industry:vision_care,928290
industry:services_other,928251
sub_industry:vision_care,928251
industry:services_other,929179
sub_industry:vision_care,929179
industry:services_other,929256
sub_industry:vision_care,929256
industry:services_other,929237
sub_industry:vision_care,929237
industry:services_other,930010
sub_industry:vision_care,930010
industry:services_other,926202
sub_industry:vision_care,926202
industry:services_other,927130
sub_industry:vision_care,927130
industry:services_other,928058
sub_industry:vision_care,928058
industry:services_other,929121
sub_industry:vision_care,929121
industry:services_other,926182
sub_industry:vision_care,926182
industry:services_other,927149
sub_industry:vision_care,927149
industry:services_other,928135
sub_industry:vision_care,928135
industry:services_other,926105
sub_industry:vision_care,926105
industry:services_other,927188
industry:services_other,927207
sub_industry:vision_care,927188
sub_industry:vision_care,927207
industry:services_other,928560
sub_industry:vision_care,928560
industry:services_other,929759
sub_industry:vision_care,929759
industry:services_other,930648
sub_industry:vision_care,930648
industry:services_other,926144
sub_industry:vision_care,926144
industry:services_other,927246
sub_industry:vision_care,927246
industry:services_other,928232
sub_industry:vision_care,928232
industry:services_other,929198
sub_industry:vision_care,929198
industry:services_other,930068
sub_industry:vision_care,930068
industry:services_other,930339
sub_industry:vision_care,930339
industry:services_other,926163
sub_industry:vision_care,926163
industry:services_other,927284
sub_industry:vision_care,927284
industry:services_other,928270
sub_industry:vision_care,928270
industry:services_other,929488
sub_industry:vision_care,929488
industry:services_other,930146
sub_industry:vision_care,930146
industry:services_other,930378
sub_industry:vision_care,930378
industry:services_other,926221
sub_industry:vision_care,926221
industry:services_other,927304
sub_industry:vision_care,927304
industry:services_other,928464
sub_industry:vision_care,928464
industry:services_other,929566
sub_industry:vision_care,929566
industry:services_other,930223
sub_industry:vision_care,930223
industry:services_other,926298
sub_industry:vision_care,926298
industry:services_other,927342
sub_industry:vision_care,927342
industry:services_other,927323
sub_industry:vision_care,927323
industry:services_other,928696
sub_industry:vision_care,928696
industry:services_other,928599
sub_industry:vision_care,928599
industry:services_other,929836
sub_industry:vision_care,929836
industry:services_other,930049
sub_industry:vision_care,930049
industry:services_other,926028
sub_industry:vision_care,926028
industry:services_other,927381
sub_industry:vision_care,927381
industry:services_other,928638
sub_industry:vision_care,928638
industry:services_other,929682
sub_industry:vision_care,929682
industry:services_other,926279
sub_industry:vision_care,926279
industry:services_other,927420
sub_industry:vision_care,927420
industry:services_other,928889
sub_industry:vision_care,928889
industry:services_other,929952
sub_industry:vision_care,929952
industry:services_other,926453
sub_industry:vision_care,926453
industry:services_other,927478
sub_industry:vision_care,927478
industry:services_other,929450
sub_industry:vision_care,929450
industry:services_other,930242
sub_industry:vision_care,930242
industry:services_other,926608
sub_industry:vision_care,926608
industry:services_other,927555
sub_industry:vision_care,927555
industry:services_other,928580
sub_industry:vision_care,928580
industry:services_other,926646
sub_industry:vision_care,926646
industry:services_other,927690
sub_industry:vision_care,927690
industry:services_other,928676
sub_industry:vision_care,928676
industry:services_other,929817
sub_industry:vision_care,929817
industry:services_other,930358
sub_industry:vision_care,930358
industry:services_other,927710
sub_industry:vision_care,927710
industry:services_other,928754
sub_industry:vision_care,928754
industry:services_other,929546
sub_industry:vision_care,929546
industry:services_other,930126
sub_industry:vision_care,930126
industry:services_other,926685
sub_industry:vision_care,926685
industry:services_other,927768
sub_industry:vision_care,927768
industry:services_other,927748
sub_industry:vision_care,927748
industry:services_other,927787
sub_industry:vision_care,927787
industry:services_other,928947
sub_industry:vision_care,928947
industry:services_other,928773
sub_industry:vision_care,928773
industry:services_other,929894
sub_industry:vision_care,929894
industry:services_other,930474
sub_industry:vision_care,930474
industry:services_other,926917
sub_industry:vision_care,926917
industry:services_other,927961
sub_industry:vision_care,927961
industry:services_other,929063
sub_industry:vision_care,929063
industry:services_other,926898
sub_industry:vision_care,926898
industry:services_other,928019
sub_industry:vision_care,928019
industry:services_other,929140
sub_industry:vision_care,929140
industry:services_other,930184
sub_industry:vision_care,930184
sub_industry:vision_care,927168
industry:services_other,928038
sub_industry:vision_care,928038
industry:services_other,929044
sub_industry:vision_care,929044
industry:services_other,928000
sub_industry:vision_care,928000
industry:services_other,929102
sub_industry:vision_care,929102
industry:services_other,929933
sub_industry:vision_care,929933
industry:services_other,926956
sub_industry:vision_care,926956
industry:services_other,927226
sub_industry:vision_care,927226
industry:services_other,928212
sub_industry:vision_care,928212
industry:services_other,928174
sub_industry:vision_care,928174
industry:services_other,928154
sub_industry:vision_care,928154
industry:services_other,929334
sub_industry:vision_care,929334
industry:services_other,929276
sub_industry:vision_care,929276
industry:services_other,927439
sub_industry:vision_care,927439
industry:services_other,928309
sub_industry:vision_care,928309
industry:services_other,929508
sub_industry:vision_care,929508
industry:services_other,930204
sub_industry:vision_care,930204
industry:services_other,930455
sub_industry:vision_care,930455
industry:services_other,927458
sub_industry:vision_care,927458
industry:services_other,928367
sub_industry:vision_care,928367
industry:services_other,929392
sub_industry:vision_care,929392
industry:services_other,930107
sub_industry:vision_care,930107
industry:services_other,930590
sub_industry:vision_care,930590
industry:services_other,927362
sub_industry:vision_care,927362
industry:services_other,928425
sub_industry:vision_care,928425
industry:services_other,928386
sub_industry:vision_care,928386
industry:services_other,929353
sub_industry:vision_care,929353
industry:services_other,929430
sub_industry:vision_care,929430
industry:services_other,927632
sub_industry:vision_care,927632
industry:services_other,927613
sub_industry:vision_care,927613
industry:services_other,927652
sub_industry:vision_care,927652
industry:services_other,928541
sub_industry:vision_care,928541
industry:services_other,928483
sub_industry:vision_care,928483
industry:services_other,929372
sub_industry:vision_care,929372
industry:services_other,929469
sub_industry:vision_care,929469
industry:services_other,930165
sub_industry:vision_care,930165
industry:services_other,930088
sub_industry:vision_care,930088
industry:services_other,927536
sub_industry:vision_care,927536
industry:services_other,928502
sub_industry:vision_care,928502
industry:services_other,928657
sub_industry:vision_care,928657
industry:services_other,929701
sub_industry:vision_care,929701
industry:services_other,929778
sub_industry:vision_care,929778
industry:services_other,930262
sub_industry:vision_care,930262
industry:services_other,930300
sub_industry:vision_care,930300
industry:services_other,927265
sub_industry:vision_care,927265
industry:services_other,928734
sub_industry:vision_care,928734
industry:services_other,927806
sub_industry:vision_care,927806
industry:services_other,928792
sub_industry:vision_care,928792
industry:services_other,929604
sub_industry:vision_care,929604
industry:services_other,929295
sub_industry:vision_care,929295
industry:services_other,930552
sub_industry:vision_care,930552
industry:services_other,929720
sub_industry:vision_care,929720
industry:services_other,930281
sub_industry:vision_care,930281
industry:services_other,930532
sub_industry:vision_care,930532
industry:services_other,929875
sub_industry:vision_care,929875
industry:services_other,930416
sub_industry:vision_care,930416
industry:services_other,930397
sub_industry:vision_care,930397
industry:services_other,930513
sub_industry:vision_care,930513
industry:services_other,931132
sub_industry:vision_care,931132
industry:services_other,930880
sub_industry:vision_care,930880
industry:services_other,931692
sub_industry:vision_care,931692
industry:services_other,931847
sub_industry:vision_care,931847
industry:services_other,929585
sub_industry:vision_care,929585
industry:services_other,930494
sub_industry:vision_care,930494
industry:services_other,930610
sub_industry:vision_care,930610
industry:services_other,930629
sub_industry:vision_care,930629
industry:services_other,930706
sub_industry:vision_care,930706
industry:services_other,931480
sub_industry:vision_care,931480
industry:services_other,932504
sub_industry:vision_care,932504
industry:services_other,930668
sub_industry:vision_care,930668
industry:services_other,930687
sub_industry:vision_care,930687
industry:services_other,930842
sub_industry:vision_care,930842
industry:services_other,931016
sub_industry:vision_care,931016
industry:services_other,931654
sub_industry:vision_care,931654
industry:services_other,931866
sub_industry:vision_care,931866
industry:services_other,932775
sub_industry:vision_care,932775
industry:services_other,930784
sub_industry:vision_care,930784
industry:services_other,930745
sub_industry:vision_care,930745
industry:services_other,930919
sub_industry:vision_care,930919
industry:services_other,930958
sub_industry:vision_care,930958
industry:services_other,930803
sub_industry:vision_care,930803
industry:services_other,931035
sub_industry:vision_care,931035
industry:services_other,930764
sub_industry:vision_care,930764
industry:services_other,931325
sub_industry:vision_care,931325
industry:services_other,930861
sub_industry:vision_care,930861
industry:services_other,931750
sub_industry:vision_care,931750
industry:services_other,932872
sub_industry:vision_care,932872
industry:services_other,933742
sub_industry:vision_care,933742
industry:services_other,934534
sub_industry:vision_care,934534
industry:services_other,935617
sub_industry:vision_care,935617
industry:services_other,936139
sub_industry:vision_care,936139
industry:services_other,931712
sub_industry:vision_care,931712
industry:services_other,932833
sub_industry:vision_care,932833
industry:services_other,934090
sub_industry:vision_care,934090
industry:services_other,930822
sub_industry:vision_care,930822
industry:services_other,931789
sub_industry:vision_care,931789
industry:services_other,933316
sub_industry:vision_care,933316
industry:services_other,934592
sub_industry:vision_care,934592
industry:services_other,935791
sub_industry:vision_care,935791
industry:services_other,936390
sub_industry:vision_care,936390
industry:services_other,930977
sub_industry:vision_care,930977
industry:services_other,931770
sub_industry:vision_care,931770
industry:services_other,932814
sub_industry:vision_care,932814
industry:services_other,934012
sub_industry:vision_care,934012
industry:services_other,935153
sub_industry:vision_care,935153
industry:services_other,935984
sub_industry:vision_care,935984
industry:services_other,930900
sub_industry:vision_care,930900
industry:services_other,931808
sub_industry:vision_care,931808
industry:services_other,933471
sub_industry:vision_care,933471
industry:services_other,934805
sub_industry:vision_care,934805
industry:services_other,935946
sub_industry:vision_care,935946
industry:services_other,936429
sub_industry:vision_care,936429
industry:services_other,931402
sub_industry:vision_care,931402
industry:services_other,931828
sub_industry:vision_care,931828
industry:services_other,931673
sub_industry:vision_care,931673
industry:services_other,932698
sub_industry:vision_care,932698
industry:services_other,933954
sub_industry:vision_care,933954
industry:services_other,930726
sub_industry:vision_care,930726
industry:services_other,931905
sub_industry:vision_care,931905
industry:services_other,933239
sub_industry:vision_care,933239
industry:services_other,934341
sub_industry:vision_care,934341
industry:services_other,935308
sub_industry:vision_care,935308
industry:services_other,936042
sub_industry:vision_care,936042
industry:services_other,930996
sub_industry:vision_care,930996
